5,,,,,,,,,Plan de Contenido,,,,,,,,,,,,,,,Mayo 2026,,,,,,,,,Escoge fecha,,,,"Wed, May 15",,,.,,,,,,Escoge post,1,.,,,Estatus,,,,,,,,Resumen de Estatus,,
Mayo 2026,,,,,,,,,#,Información general,,Idea,Caption,Texto en Arte,Hashtags,Formatos,,,,Comentarios,,Idea Completa,,,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,,Link,#,Fecha,Proyecto,Estatus,Plataforma,Formato,Idea,Caption,Texto en Arte,Hashtags,Idea Completa,,,,,,,Link,#,Fecha,Estatus,Plataforma,Formato,Idea,,,Estatus,# Posts
,,,,,,,,,70,Fecha,"Mon, May 25",Comparativa: ¿Qué proyecto es para mí? 🤔,"¿No sabés cuál proyecto de Puerta Abierta es para vos?

Respondé esto: 👇

💰 ¿Buscás la cuota más accesible?
→ Benestare | Zona 6 | Desde Q1,970/mes

👨‍👩‍👧 ¿Tenés familia y buscás naturaleza y espacio?
→ Bosque Las Tapias | Zona 18 | Desde Q3,099/mes

🏙️ ¿Sos profesional urbano que odia el tráfico?
→ Boulevard 5 | Zona 5 | Desde Q7,500/mes

👑 ¿Buscás exclusividad y legado?
→ Santa Elena | Antigua | Desde $1.5M

¿Cuál sos vos? Contanos en comentarios 👇
O escribinos y te orientamos sin presión.
","""Encontrá tu proyecto en 4 pasos""
Puerta Abierta | Orientación sin presión
",,FALSE,,FALSE,,,,"¿No sabés cuál proyecto de Puerta Abierta es para vos?Respondé esto: 👇💰 ¿Buscás la cuota más accesible?→ Benestare | Zona 6 | Desde Q1,970/mes👨‍👩‍👧 ¿Tenés familia y buscás naturaleza y espacio?→ Bosque Las Tapias | Zona 18 | Desde Q3,099/mes🏙️ ¿Sos profesional urbano que odia el tráfico?→ Boulevard 5 | Zona 5 | Desde Q7,500/mes👑 ¿Buscás exclusividad y legado?→ Santa Elena | Antigua | Desde $1.5M¿Cuál sos vos? Contanos en comentarios 👇O escribinos y te orientamos sin presión.",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,71,Fecha,"Wed, May 27",Vivienda como inversión: el activo que más guatemaltecos olvidan 📈,"En Guatemala, los bienes raíces históricamente superan la inflación.

Pero muchas personas lo ven como ""gasto"", no como inversión.

La realidad:
📈 Una propiedad bien ubicada sube de valor con el tiempo
🏠 Tu cuota mensual genera patrimonio real
💰 Podés alquilarla si no la usás y generar ingreso pasivo
🔒 Es un activo tangible que protege tu capital

En Puerta Abierta tenemos proyectos con potencial de valorización real:
🏙️ Boulevard 5 | Zona 5
🏛️ Santa Elena | Antigua Guatemala
🏢 Benestare | Zona 6
🌿 Bosque Las Tapias | Zona 18

¿Cuál se adapta a tu perfil de inversión? 👇
","""Tu hogar también es tu mejor inversión""
Puerta Abierta | Educación financiera
",,FALSE,,FALSE,,,,"En Guatemala, los bienes raíces históricamente superan la inflación.Pero muchas personas lo ven como ""gasto"", no como inversión.La realidad:📈 Una propiedad bien ubicada sube de valor con el tiempo🏠 Tu cuota mensual genera patrimonio real💰 Podés alquilarla si no la usás y generar ingreso pasivo🔒 Es un activo tangible que protege tu capitalEn Puerta Abierta tenemos proyectos con potencial de valorización real:🏙️ Boulevard 5 | Zona 5🏛️ Santa Elena | Antigua Guatemala🏢 Benestare | Zona 6🌿 Bosque Las Tapias | Zona 18¿Cuál se adapta a tu perfil de inversión? 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,72,Fecha,"Fri, May 29",Cierre de mes: ¿En qué proyecto avanzamos este mayo? 🗓️,"Mayo tiene 31 días.

¿Cuántos de esos días vas a destinar a dar el paso que siempre postergás?

Este mes tenemos:

🏙️ Boulevard 5 | Zona 5 | Últimas unidades | Q7,500/mes
🏢 Benestare | Zona 6 | En construcción | Q1,970/mes
🌿 Bosque Las Tapias | Zona 18 | Comunidad lista | Q3,099/mes
🏛️ Santa Elena | Antigua | 11 exclusivas | Desde $1.5M

El mejor momento para actuar siempre es ahora.

¿Cuál es tu proyecto? Escribinos antes de que termine el mes. 👇
","Mayo se acaba. Tu oportunidad, no.""
Puerta Abierta | Actuá este mes
",,FALSE,,FALSE,,,,"Mayo tiene 31 días.¿Cuántos de esos días vas a destinar a dar el paso que siempre postergás?Este mes tenemos:🏙️ Boulevard 5 | Zona 5 | Últimas unidades | Q7,500/mes🏢 Benestare | Zona 6 | En construcción | Q1,970/mes🌿 Bosque Las Tapias | Zona 18 | Comunidad lista | Q3,099/mes🏛️ Santa Elena | Antigua | 11 exclusivas | Desde $1.5MEl mejor momento para actuar siempre es ahora.¿Cuál es tu proyecto? Escribinos antes de que termine el mes. 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,73,Fecha,"Sun, May 31",,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,74,Fecha,"Sat, May 30",,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,75,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,76,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,77,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,78,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,79,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,80,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,81,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,82,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,83,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,84,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,85,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,86,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,87,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,88,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,89,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,90,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,91,Fecha,,,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
